winning_team,country
Guyana,El Salvador
France,Finland
Iceland,Iceland
Republic of Ireland,Kazakhstan
Bosnia and Herzegovina,Liechtenstein
Spain,Spain
Uzbekistan,Uzbekistan
Serbia,Scotland
Sudan,Sudan
Ivory Coast,Ivory Coast
Togo,Gabon
Brazil,Brazil
Singapore,Myanmar
Ukraine,England
Republic of Ireland,England
Russia,Israel
Japan,Japan
Jordan,Jordan
Lebanon,Lebanon
New Zealand,New Zealand
Luxembourg,Northern Ireland
Poland,Poland
Portugal,Portugal
North Macedonia,Scotland
Sweden,Sweden
Switzerland,Switzerland
South Korea,Uzbekistan
Thailand,Thailand
Brazil,Brazil
Bangladesh,Nepal
Oman,Oman
Myanmar,Myanmar
Timor-Leste,Myanmar
Myanmar,Myanmar
Laos,Myanmar
Brunei,Myanmar
Timor-Leste,Myanmar
Brazil,Sweden
Laos,Myanmar
Myanmar,Myanmar
Syria,Oman
Philippines,Bahrain
Ecuador,Ecuador
Costa Rica,El Salvador
England,England
Georgia,Finland
Germany,Republic of Ireland
Austria,Kazakhstan
Lithuania,Liechtenstein
Poland,Poland
Norway,Switzerland
Brunei,Myanmar
Laos,Myanmar
Ivory Coast,Senegal
Cameroon,Cameroon
Niger,Niger
Switzerland,Iceland
Iran,Iran
Australia,Qatar
Israel,Israel
Brazil,Poland
Kuwait,Kuwait
Lebanon,Lebanon
New Zealand,New Zealand
Oman,Oman
Northern Ireland,Portugal
Uzbekistan,Qatar
France,Spain
England,Poland
Artsakh,Azerbaijan
Iran,Iran
Thailand,Thailand
Bahrain,Bahrain
Estonia,Oman
Lesotho,Swaziland
Cameroon,Switzerland
Congo,Portugal
Ghana,Portugal
New Zealand,China PR
Portugal,Gabon
Uzbekistan,Iran
Iraq,Qatar
Greece,Republic of Ireland
Belarus,Israel
Bahrain,Kuwait
Malta,Liechtenstein
Senegal,Niger
Azerbaijan,Northern Ireland
Japan,Oman
Uruguay,Poland
Qatar,Qatar
Serbia,Switzerland
Sweden,Sweden
Thailand,Thailand
Syria,Jordan
Thailand,Thailand
Palestine,Jordan
Thailand,Thailand
Myanmar,Thailand
Thailand,Thailand
Philippines,Thailand
Bahrain,Qatar
Philippines,Thailand
Thailand,Thailand
Kuwait,Kuwait
Lebanon,Kuwait
Bahrain,Kuwait
Saudi Arabia,Kuwait
Iraq,Kuwait
Oman,Kuwait
Palestine,Kuwait
Bahrain,Kuwait
Saudi Arabia,Kuwait
Syria,Kuwait
Thailand,Thailand
Kuwait,Kuwait
Oman,Kuwait
Bahrain,Kuwait
Iran,Kuwait
Syria,Kuwait
Syria,Kuwait
Iraq,Kuwait
Oman,Oman
Syria,Kuwait
Oman,Kuwait
Thailand,Thailand
United Arab Emirates,Qatar
Burkina Faso,Bahrain
Egypt,Qatar
Bahrain,Bahrain
Togo,Oman
United Arab Emirates,Qatar
Basque Country,Spain
Nigeria,Spain
Oman,Bahrain
Niger,Niger
United Arab Emirates,Bahrain
Kuwait,Bahrain
Iraq,Bahrain
Ethiopia,Qatar
United Arab Emirates,Bahrain
Qatar,Bahrain
Nigeria,Portugal
Iraq,Bahrain
Saudi Arabia,Bahrain
Bahrain,Bahrain
United Arab Emirates,Bahrain
Iraq,Bahrain
Kuwait,Bahrain
Iraq,Bahrain
Gabon,Lebanon
United Arab Emirates,Bahrain
Kuwait,Bahrain
United Arab Emirates,Bahrain
North Korea,Thailand
Finland,Thailand
Sweden,Thailand
North Korea,Thailand
Oman,Oman
Jordan,Jordan
Qatar,Qatar
Poland,Spain
Philippines,Myanmar
Chile,Spain
Croatia,England
England,England
Russia,Spain
Iran,Iran
Republic of Ireland,Republic of Ireland
Israel,Israel
Japan,Japan
Jordan,Jordan
North Korea,China PR
Pakistan,Nepal
Ukraine,Spain
Oman,Oman
Ecuador,Portugal
Qatar,Qatar
Romania,Spain
Scotland,Scotland
Spain,Qatar
Argentina,Sweden
Kuwait,Thailand
Hong Kong,Uzbekistan
Pakistan,Nepal
Myanmar,Myanmar
India,Myanmar
Nepal,Nepal
Palestine,Nepal
India,Myanmar
Bangladesh,Nepal
Palestine,Nepal
Bangladesh,Nepal
Myanmar,Myanmar
Palestine,Nepal
Qatar,Qatar
Sealand,England
Lebanon,Bahrain
Kyrgyzstan,Kyrgyzstan
Qatar,Qatar
Tajikistan,Kyrgyzstan
Kyrgyzstan,Kyrgyzstan
Tajikistan,Kyrgyzstan
Oman,Oman
Ecuador,Ecuador
Brazil,Switzerland
Jordan,Jordan
Kuwait,Kuwait
Kyrgyzstan,Kyrgyzstan
Pakistan,Kyrgyzstan
Bahrain,Bahrain
China PR,China PR
Egypt,Egypt
Portugal,Israel
Japan,Qatar
Germany,Kazakhstan
Lebanon,Lebanon
Latvia,Liechtenstein
New Zealand,New Zealand
Ukraine,Poland
Wales,Scotland
Finland,Spain
Republic of Ireland,Sweden
Cameroon,Cameroon
Ivory Coast,Ivory Coast
Belarus,Qatar
Brazil,England
Portugal,Azerbaijan
Ecuador,Ecuador
Egypt,Egypt
Austria,Republic of Ireland
Jordan,Jordan
Iran,Kuwait
Israel,Northern Ireland
Poland,Poland
Uzbekistan,Uzbekistan
Qatar,Qatar
Chile,Brazil
Oman,Oman
Qatar,Qatar
Jordan,Jordan
Republic of Ireland,England
Lebanon,Qatar
Azerbaijan,Qatar
Bulgaria,Japan
England,Brazil
Republic of Ireland,Republic of Ireland
Sweden,Sweden
Singapore,Myanmar
Botswana,Egypt
Australia,Japan
Bulgaria,Kazakhstan
South Korea,Lebanon
Oman,Oman
Poland,Poland
Iran,Qatar
Tajikistan,Tajikistan
Uzbekistan,China PR
Luxembourg,Azerbaijan
Finland,Finland
Slovenia,Iceland
Republic of Ireland,Republic of Ireland
Slovakia,Liechtenstein
Portugal,Portugal
Ghana,Sudan
Andalusia,Spain
South Africa,Cameroon
Congo,Gabon
Switzerland,Switzerland
Algeria,Benin
Brazil,Brazil
Burkina Faso,Niger
Portugal,Switzerland
Netherlands,China PR
Argentina,Ecuador
Iran,Iran
Japan,Qatar
Haiti,Brazil
North Korea,Qatar
Sweden,Sweden
Brazil,Brazil
Thailand,China PR
Gabon,Gabon
Italy,Brazil
Spain,Brazil
Nigeria,Brazil
Jordan,Jordan
Uzbekistan,Uzbekistan
Brazil,Brazil
Italy,Brazil
Uruguay,Brazil
Spain,Brazil
Brazil,Brazil
Mexico,Brazil
Spain,Brazil
Uruguay,Brazil
Brazil,Brazil
Italy,Brazil
Brazil,Brazil
Italy,Brazil
Tamil Eelam,Isle of Man
Occitania,Isle of Man
Raetia,Isle of Man
Occitania,Isle of Man
Tamil Eelam,Isle of Man
Alderney,Isle of Man
Jordan,Jordan
Azerbaijan,Azerbaijan
Colombia,Spain
Spain,Ecuador
Egypt,Egypt
England,England
Finland,Finland
Cape Verde,Portugal
Iceland,Iceland
Uruguay,Japan
Kazakhstan,Kazakhstan
Croatia,Liechtenstein
Northern Ireland,Northern Ireland
Poland,Poland
Netherlands,Portugal
Sweden,Sweden
Switzerland,Switzerland
Tajikistan,Tajikistan
Jordan,Iran
Afghanistan,Afghanistan
Nepal,Nepal
India,Nepal
Afghanistan,Nepal
Maldives,Nepal
India,Nepal
Pakistan,Nepal
Maldives,Nepal
Afghanistan,Nepal
Pakistan,Nepal
Nepal,Nepal
Qatar,Qatar
Maldives,Nepal
Hong Kong,Myanmar
China PR,China PR
England,England
Spain,Finland
Sweden,Republic of Ireland
Japan,Japan
Uzbekistan,Jordan
Kazakhstan,Kazakhstan
Kuwait,Kuwait
Lebanon,Lebanon
Greece,Liechtenstein
Portugal,Northern Ireland
Montenegro,Poland
Belgium,Scotland
Sri Lanka,Nepal
Iceland,Switzerland
Brazil,Brazil
Azerbaijan,Israel
Morocco,Ivory Coast
Congo,Niger
Benin,Benin
Cameroon,Cameroon
Mauritania,Spain
Afghanistan,Nepal
Lesotho,Sudan
Kuwait,Kuwait
India,Nepal
Lebanon,Qatar
Mauritania,Spain
China PR,China PR
Egypt,Egypt
Iceland,Iceland
Japan,Japan
Sweden,Kazakhstan
Chile,Switzerland
Jordan,Uzbekistan
Egypt,Egypt
Iraq,Lebanon
Iraq,Lebanon
Kuwait,Jordan
Mauritania,Oman
Vietnam,Qatar
Thailand,Thailand
Azerbaijan,Azerbaijan
Ecuador,Ecuador
England,England
Iceland,Iceland
Israel,Portugal
Spain,Spain
Sweden,Sweden
Ivory Coast,Ivory Coast
Qatar,Qatar
Australia,England
Russia,Azerbaijan
Brazil,China PR
England,England
Iran,Iran
Saudi Arabia,Jordan
Republic of Ireland,Republic of Ireland
Northern Ireland,Israel
Oman,Jordan
Tajikistan,Kyrgyzstan
Kuwait,Lebanon
Portugal,Portugal
Scotland,Scotland
Spain,Spain
Germany,Sweden
Switzerland,Switzerland
Uzbekistan,Uzbekistan
Jordan,Jordan
Jordan,Qatar
Kuwait,Kuwait
Bahrain,Bahrain
Uruguay,Jordan
Egypt,Egypt
Bahrain,Bahrain
China PR,China PR
Chile,England
Croatia,Iceland
Republic of Ireland,Republic of Ireland
Lebanon,Kuwait
Slovakia,Poland
Portugal,Portugal
United States,Scotland
South Africa,Swaziland
Syria,Iran
Iran,Thailand
Cameroon,Cameroon
Nigeria,England
Bahrain,Bahrain
Saudi Arabia,China PR
Egypt,Egypt
Germany,England
Slovakia,Portugal
Kuwait,Kuwait
Azerbaijan,Kyrgyzstan
Iran,Lebanon
Estonia,Liechtenstein
Republic of Ireland,Poland
Portugal,Sweden
Oman,Iran
Mexico,New Zealand
Bahrain,Qatar
Bahrain,Qatar
Qatar,Qatar
Lebanon,Qatar
Iraq,Qatar
Saudi Arabia,Qatar
Basque Country,Spain
Occitania,Spain
Kuwait,Qatar
Catalonia,Spain
Oman,Qatar
Qatar,Qatar
Jordan,Qatar
Jordan,Qatar
Qatar,Qatar
Kuwait,Qatar
Qatar,Qatar
Finland,Oman
Jordan,Oman
Lebanon,Lebanon
Sealand,England
Faroe Islands,Gibraltar
Iran,Iran
Ecuador,England
Tunisia,Spain
England,England
Estonia,Gibraltar
Guinea,Iran
Serbia,Republic of Ireland
Slovakia,Israel
Japan,Japan
Jordan,Jordan
Oman,Oman
Scotland,Poland
Portugal,Portugal
Bahrain,Qatar
Spain,Spain
Croatia,Switzerland
Lebanon,Thailand
United Arab Emirates,Uzbekistan
Yemen,Qatar
Indonesia,Spain
Cuba,Spain
Ellan Vannin,Isle of Man
Chad,Qatar
Chagos Islands,England
Afghanistan,Kuwait
Kuwait,Kuwait
Kyrgyzstan,Kuwait
Sealand,England
Sierra Leone,Swaziland
Madagascar,Madagascar
Czech Republic,Finland
Belarus,Liechtenstein
Moldova,Spain
Turkey,Republic of Ireland
Senegal,Switzerland
Kuwait,Thailand
Armenia,Switzerland
Japan,Japan
Oman,Uzbekistan
Angola,Portugal
Scotland,England
Georgia,Spain
Oman,Uzbekistan
England,England
Montserrat,Montserrat
South Africa,New Zealand
Mozambique,Sudan
Spain,Spain
Switzerland,Switzerland
Romania,Switzerland
Algeria,Switzerland
Chad,Chad
Republic of Ireland,England
Greece,Portugal
Benin,Benin
Belgium,Sweden
Bonaire,Montserrat
Arameans Suryoye,Sweden
Occitania,Sweden
Padania,Sweden
Ellan Vannin,Sweden
Arameans Suryoye,Sweden
Abkhazia,Sweden
South Ossetia,Sweden
Ellan Vannin,Sweden
Brazil,Brazil
United Arab Emirates,Switzerland
Switzerland,Switzerland
Iraqi Kurdistan,Sweden
Occitania,Sweden
Padania,Sweden
County of Nice,Sweden
Gibraltar,Portugal
Iceland,Iceland
Egypt,England
Algeria,Switzerland
County of Nice,Sweden
South Ossetia,Sweden
Occitania,Sweden
Iraqi Kurdistan,Sweden
Sápmi,Sweden
Artsakh,Sweden
Abkhazia,Sweden
Iraqi Kurdistan,Sweden
Brazil,Brazil
Croatia,Brazil
Poland,Poland
County of Nice,Sweden
Ellan Vannin,Sweden
Cameroon,Cameroon
Artsakh,Sweden
Tamil Eelam,Sweden
Occitania,Sweden
Iraqi Kurdistan,Sweden
Iran,Brazil
Arameans Suryoye,Sweden
Ellan Vannin,Sweden
Brazil,Brazil
Chile,Brazil
Mexico,Brazil
Netherlands,Brazil
Colombia,Brazil
Italy,Brazil
Ivory Coast,Brazil
Costa Rica,Brazil
Argentina,Brazil
France,Brazil
Switzerland,Brazil
Germany,Brazil
United States,Brazil
Nigeria,Brazil
Belgium,Brazil
Mexico,Brazil
South Korea,Brazil
Netherlands,Brazil
Croatia,Brazil
China PR,China PR
Chile,Brazil
Colombia,Brazil
Greece,Brazil
Uruguay,Brazil
Ecuador,Brazil
Costa Rica,Brazil
France,Brazil
Argentina,Brazil
Ghana,Brazil
Nigeria,Brazil
Belgium,Brazil
North Macedonia,China PR
Algeria,Brazil
Portugal,Brazil
Spain,Brazil
Brazil,Brazil
Mexico,Brazil
Netherlands,Brazil
England,Brazil
Greece,Brazil
Uruguay,Brazil
Colombia,Brazil
Bosnia and Herzegovina,Brazil
France,Brazil
Switzerland,Brazil
Argentina,Brazil
Russia,Brazil
Belgium,Brazil
Portugal,Brazil
Germany,Brazil
Chile,Brazil
Colombia,Brazil
Mali,China PR
Greece,Brazil
Netherlands,Brazil
France,Brazil
Germany,Brazil
Argentina,Brazil
Belgium,Brazil
Brazil,Brazil
Germany,Brazil
Argentina,Brazil
Costa Rica,Brazil
Germany,Brazil
Argentina,Brazil
Netherlands,Brazil
Germany,Brazil
Indonesia,Qatar
Benin,Benin
Rwanda,Gabon
Tajikistan,Tajikistan
Sealand,Switzerland
Kazakhstan,Kazakhstan
Uzbekistan,Azerbaijan
Egypt,Egypt
El Salvador,El Salvador
Niger,Niger
England,England
Republic of Ireland,Republic of Ireland
China PR,China PR
Sweden,Sweden
Uzbekistan,Uzbekistan
Uruguay,Japan
Kazakhstan,Kazakhstan
Senegal,Senegal
South Africa,Sudan
Gabon,Gabon
Ivory Coast,Ivory Coast
Cape Verde,Niger
Poland,Portugal
Albania,Portugal
Australia,England
Spain,Spain
England,Switzerland
Uzbekistan,Uzbekistan
Bulgaria,Azerbaijan
Jordan,China PR
Iceland,Iceland
Venezuela,Japan
Latvia,Kazakhstan
Bahrain,Kuwait
Peru,Qatar
Cameroon,Cameroon
Tunisia,Egypt
Qatar,Qatar
England,England
Montenegro,Liechtenstein
Qatar,Qatar
Russia,Sweden
China PR,China PR
Japan,Japan
Kuwait,Jordan
Costa Rica,Oman
Tunisia,Senegal
Iraq,Bahrain
Brazil,China PR
Sierra Leone,Cameroon
Greece,Finland
Gabon,Gabon
Republic of Ireland,Republic of Ireland
Zambia,Niger
Northern Ireland,Northern Ireland
Poland,Poland
Scotland,Scotland
Sudan,Sudan
Palestine,Pakistan
Sweden,Sweden
Iceland,Iceland
Kuwait,Jordan
Czech Republic,Kazakhstan
Uruguay,Oman
Iraq,Bahrain
China PR,China PR
Romania,Finland
Georgia,Portugal
Scotland,Poland
Qatar,Qatar
Cameroon,Cameroon
Egypt,Egypt
DR Congo,Ivory Coast
Zimbabwe,Swaziland
Sri Lanka,Bangladesh
Bangladesh,Bangladesh
Philippines,Qatar
North Korea,Bahrain
Qatar,Qatar
Bahrain,Bahrain
Oman,Oman
Thailand,Thailand
Argentina,England
North Korea,Taiwan
New Zealand,China PR
Ivory Coast,Ivory Coast
Japan,Japan
South Korea,Jordan
Portugal,Portugal
Scotland,Scotland
Colombia,England
Cameroon,Cameroon
Senegal,Egypt
England,England
Spain,Spain
Switzerland,Switzerland
Norway,Azerbaijan
North Korea,Taiwan
Israel,Israel
Tanzania,Swaziland
Honduras,China PR
Iran,Iran
Republic of Ireland,Republic of Ireland
Japan,Japan
Portugal,England
England,Scotland
Germany,Spain
Thailand,Thailand
Gabon,Gabon
Hong Kong,Taiwan
Cameroon,Ivory Coast
Mozambique,Niger
Senegal,Senegal
Congo,Sudan
Thailand,Thailand
Thailand,Thailand
Palestine,China PR
Qatar,Qatar
Catalonia,Spain
DR Congo,Cameroon
South Africa,Gabon
Cape Verde,Senegal
South Africa,Gabon
Bangladesh,Bangladesh
Pakistan,Pakistan
Mongolia,East Timor
Yemen,Qatar
Brunei,Taiwan
Bhutan,Bhutan
India,Nepal
Yemen,Bahrain
Scotland,Scotland
South Africa,Swaziland
Colombia,Bahrain
Egypt,Egypt
Ivory Coast,Ivory Coast
Syria,Jordan
Oman,Oman
Qatar,Qatar
Thailand,Thailand
Haiti,China PR
England,England
Japan,Japan
Austria,Liechtenstein
Spain,Spain
Switzerland,Switzerland
Azerbaijan,Azerbaijan
Wales,Israel
Iceland,Kazakhstan
Brazil,England
Poland,Republic of Ireland
Equatorial Guinea,Ivory Coast
Northern Ireland,Northern Ireland
Portugal,Portugal
Scotland,Scotland
Bahrain,Bahrain
Algeria,Qatar
Qatar,Qatar
Cameroon,Thailand
Tunisia,China PR
Belgium,Israel
Japan,Japan
Liechtenstein,Liechtenstein
Curaçao,Montserrat
Cape Verde,Portugal
Sweden,Sweden
United States,Switzerland
Syria,Tajikistan
Burkina Faso,Kazakhstan
North Korea,Thailand
Syria,Lebanon
Thailand,Thailand
Oman,Bahrain
Singapore,Bangladesh
Lebanon,Jordan
Felvidék,Isle of Man
Ellan Vannin,Isle of Man
Ellan Vannin,Isle of Man
Qatar,England
Panjab,Isle of Man
Afghanistan,Bangladesh
Cambodia,Thailand
Syria,Oman
Scotland,Scotland
Bahrain,Thailand
Ecuador,Ecuador
Niger,Niger
Brazil,Brazil
England,Republic of Ireland
Egypt,Egypt
Estonia,Finland
Brazil,Brazil
Switzerland,Switzerland
Syria,Iran
Kyrgyzstan,Bangladesh
Japan,Japan
Kuwait,Lebanon
Spain,Spain
Jordan,Tajikistan
Iran,Uzbekistan
North Korea,Qatar
Iceland,Iceland
Turkey,Kazakhstan
Hungary,Finland
Germany,Portugal
Scotland,Republic of Ireland
Romania,Northern Ireland
Poland,Poland
Senegal,Senegal
Cameroon,Cameroon
Egypt,Egypt
Ivory Coast,Gabon
Moldova,Liechtenstein
Niger,Niger
Sudan,Sudan
Sweden,Sweden
Tajikistan,Bangladesh
China PR,Bhutan
South Korea,Thailand
Portugal,Switzerland
Singapore,Japan
Jordan,Jordan
Australia,Kyrgyzstan
Greece,Poland
Iran,Turkmenistan
Philippines,Qatar
El Salvador,El Salvador
Thailand,Taiwan
Seychelles,Réunion
Mayotte,Réunion
Réunion,Réunion
South Korea,China PR
North Korea,China PR
Maldives,Réunion
Madagascar,Réunion
Mauritius,Réunion
Madagascar,Réunion
Mayotte,Réunion
Réunion,Réunion
China PR,China PR
South Korea,China PR
Mayotte,Réunion
Réunion,Réunion
Mauritius,Réunion
Réunion,Réunion
Japan,China PR
North Korea,China PR
Iraq,Lebanon
Oman,Oman
Qatar,Qatar
Laos,Thailand
Burkina Faso,Niger
Palestine,Lebanon
Croatia,Azerbaijan
North Korea,Bahrain
Hong Kong,China PR
Iran,Iran
Iraq,Iran
Israel,Israel
Japan,Japan
Kyrgyzstan,Jordan
Kuwait,Qatar
Oman,Oman
Qatar,Qatar
Syria,Oman
Thailand,Thailand
Uzbekistan,Uzbekistan
Republic of Ireland,Portugal
France,Portugal
Gabon,Gabon
South Sudan,South Sudan
Spain,Spain
Switzerland,Switzerland
Raetia,Switzerland
Mali,Benin
Kazakhstan,Iceland
Cape Verde,Egypt
Angola,Madagascar
Malawi,Swaziland
New Zealand,Myanmar
Finland,Finland
Republic of Ireland,Republic of Ireland
Hungary,Northern Ireland
Poland,Poland
Germany,Scotland
Japan,Iran
Jordan,Bangladesh
China PR,China PR
Ecuador,Ecuador
El Salvador,El Salvador
England,England
South Korea,Lebanon
Russia,Liechtenstein
Austria,Sweden
Australia,Tajikistan
Iraq,Thailand
Bahrain,Qatar
Vietnam,Taiwan
Oman,Oman
Jordan,Jordan
Mauritania,South Sudan
Uzbekistan,Bahrain
Maldives,Bhutan
Lebanon,Thailand
Palestine,East Timor
Republic of Ireland,Republic of Ireland
Jordan,Jordan
South Korea,Kuwait
Tajikistan,Kyrgyzstan
Malaysia,Thailand
Northern Ireland,Northern Ireland
Iran,Oman
Portugal,Portugal
Qatar,Qatar
Poland,Scotland
Japan,Oman
Turkmenistan,Turkmenistan
England,England
Sweden,Liechtenstein
Spain,Spain
Switzerland,Switzerland
Thailand,Thailand
Italy,Azerbaijan
Chad,Chad
Latvia,Iceland
Cyprus,Israel
Netherlands,Kazakhstan
Madagascar,Madagascar
Northern Ireland,Finland
Scotland,Portugal
Poland,Poland
Sweden,Sweden
Bahrain,Bahrain
Hong Kong,Bhutan
Brazil,Brazil
Myanmar,Thailand
Malaysia,East Timor
Ecuador,Ecuador
Japan,Iran
Jordan,Jordan
Lebanon,Kuwait
Kyrgyzstan,Kyrgyzstan
Central African Republic,Madagascar
Niger,Niger
Oman,Oman
Qatar,Qatar
Syria,Oman
Turkmenistan,Turkmenistan
Eswatini,Swaziland
Saudi Arabia,Jordan
Zambia,Sudan
Afghanistan,Iran
Benin,Benin
China PR,China PR
Ecuador,Ecuador
Iran,Iran
Lebanon,Lebanon
New Zealand,Oman
Palestine,Jordan
Tajikistan,Tajikistan
Thailand,Thailand
Uzbekistan,Uzbekistan
Senegal,Madagascar
Cameroon,Niger
Northern Ireland,Northern Ireland
Poland,Poland
Turkey,Qatar
Spain,Spain
Nigeria,Swaziland
Chad,Chad
Gabon,Gabon
Sweden,Sweden
Republic of Ireland,Republic of Ireland
Azerbaijan,Azerbaijan
Australia,Bangladesh
Qatar,Bhutan
Brazil,Brazil
Myanmar,Thailand
Niger,Cameroon
Saudi Arabia,East Timor
Egypt,Egypt
England,England
Ivory Coast,Ivory Coast
Kyrgyzstan,Kyrgyzstan
Poland,Poland
Senegal,Senegal
Turkmenistan,Turkmenistan
Uzbekistan,Qatar
Iraq,Taiwan
Bangladesh,Bangladesh
Panjab,England
Basque Country,Spain
Bangladesh,Bangladesh
Maldives,Bangladesh
Nepal,Bangladesh
Nepal,Bangladesh
Nepal,Bangladesh
Jordan,Egypt
Egypt,Egypt
Bahrain,Bahrain
Egypt,Egypt
Sint Maarten,Sint Maarten
Syria,Iran
Liechtenstein,Gibraltar
Poland,Poland
Benin,South Sudan
Bahrain,Bahrain
China PR,China PR
Paraguay,Ecuador
Iran,Iran
Thailand,Iran
Japan,Japan
Jordan,Jordan
Central African Republic,Madagascar
Oman,Oman
Qatar,Qatar
Syria,Oman
Uzbekistan,Uzbekistan
Uruguay,Brazil
Honduras,El Salvador
Gabon,Gabon
Republic of Ireland,Republic of Ireland
Ivory Coast,Ivory Coast
Bulgaria,Portugal
Zimbabwe,Swaziland
South Africa,Cameroon
Poland,Poland
Senegal,Senegal
United States Virgin Islands,Sint Maarten
Benin,Benin
South Korea,Thailand
Libya,Egypt
Faroe Islands,Spain
Northern Ireland,Northern Ireland
Afghanistan,Iran
China PR,China PR
Egypt,Egypt
Netherlands,England
Latvia,Gibraltar
Iran,Iran
Iraq,Iran
Slovakia,Republic of Ireland
Japan,Japan
Myanmar,Lebanon
Senegal,Niger
Portugal,Portugal
Scotland,Scotland
Ivory Coast,Sudan
Czech Republic,Sweden
Bosnia and Herzegovina,Switzerland
Kyrgyzstan,Tajikistan
Uzbekistan,Uzbekistan
Jersey,England
Venezuela,Spain
England,England
England,England
Netherlands,Republic of Ireland
Northern Ireland,Northern Ireland
Malaysia,Myanmar
Mauritania,Spain
Belgium,Switzerland
Spain,Switzerland
Portugal,Portugal
Slovenia,Sweden
Belarus,Republic of Ireland
Netherlands,Poland
England,England
Tajikistan,Tajikistan
Denmark,Japan
Singapore,Myanmar
China PR,China PR
Japan,Japan
Switzerland,Switzerland
Syria,Thailand
Jordan,Thailand
Hong Kong,Myanmar
Ivory Coast,Ivory Coast
Mali,South Sudan
DR Congo,Madagascar
Eswatini,Swaziland
Sweden,Sweden
Thailand,Thailand
Syria,Thailand
Myanmar,Myanmar
Iceland,Iceland
Lithuania,Poland
Vietnam,Myanmar
Tajikistan,Bangladesh
Denmark,Japan
Kazakhstan,China PR
Iran,Iran
Bosnia and Herzegovina,Japan
Georgia,Spain
Yemen,Qatar
Portugal,Portugal
Benin,Benin
Uzbekistan,Uzbekistan
Oman,Oman
Qatar,Qatar
India,Bhutan
Qatar,Switzerland
North Korea,China PR
Saudi Arabia,Qatar
Uzbekistan,Uzbekistan
Tamil Eelam,England
Chagos Islands,England
Syria,Tajikistan
Tamil Eelam,England
Guinea,Egypt
Kyrgyzstan,Kyrgyzstan
Republic of Ireland,Republic of Ireland
Jordan,Lebanon
Bahrain,Bahrain
Brazil,Ecuador
Iran,Iran
United Arab Emirates,Japan
Portugal,Portugal
Uzbekistan,Uzbekistan
Mexico,El Salvador
Gabon,Sudan
Cameroon,Cameroon
Sierra Leone,Ivory Coast
Senegal,Senegal
Jordan,Bahrain
Poland,Kazakhstan
Niger,Niger
Kosovo,Finland
Italy,Israel
Lebanon,Lebanon
Spain,Spain
Bhutan,Bangladesh
Brazil,Brazil
Cameroon,Cameroon
Iran,China PR
Greece,Portugal
Philippines,Kyrgyzstan
Uzbekistan,Qatar
Netherlands,Sweden
Switzerland,Switzerland
Japan,Thailand
Qatar,Qatar
Palestine,Tajikistan
Brazil,Brazil
Syria,China PR
Ecuador,Ecuador
Iceland,Iceland
Republic of Ireland,Republic of Ireland
Japan,Japan
Lebanon,Kyrgyzstan
Albania,Liechtenstein
Iran,Uzbekistan
Jordan,Oman
Portugal,Portugal
Azerbaijan,Azerbaijan
England,England
Morocco,Gabon
Ivory Coast,Ivory Coast
Northern Ireland,Northern Ireland
Poland,Poland
Lithuania,Scotland
Senegal,Senegal
Taiwan,Taiwan
Croatia,Finland
Iceland,Iceland
Israel,Israel
Ukraine,Poland
Bhutan,Bhutan
Belgium,Portugal
Sweden,Sweden
Iran,Iran
Iraq,Iran
Romania,Kazakhstan
Kyrgyzstan,Kyrgyzstan
Equatorial Guinea,Lebanon
Bahrain,Oman
Poland,Poland
Qatar,Qatar
Uzbekistan,Uzbekistan
Indonesia,Myanmar
Iraq,Jordan
Tajikistan,Tajikistan
Brazil,Brazil
Palestine,Lebanon
Qatar,Qatar
Uzbekistan,Uzbekistan
England,England
Japan,Japan
Northern Ireland,Northern Ireland
Zambia,Cameroon
Italy,Liechtenstein
New Zealand,New Zealand
Spain,Spain
Egypt,Egypt
Portugal,Portugal
Switzerland,Switzerland
Tajikistan,Tajikistan
Oman,Myanmar
Slovenia,Poland
Kyrgyzstan,Bahrain
Qatar,China PR
Ecuador,Ecuador
Spain,England
Japan,Japan
Lebanon,Jordan
Croatia,Northern Ireland
Australia,Thailand
Vietnam,Myanmar
Malaysia,Myanmar
Myanmar,Myanmar
Vietnam,Myanmar
United Koreans in Japan,Japan
Myanmar,Myanmar
Vietnam,Myanmar
Thailand,Myanmar
Thailand,Thailand
Thailand,Thailand
Zimbabwe,Ivory Coast
Tunisia,Spain
Basque Country,Spain
Cameroon,Cameroon
Egypt,Egypt
Zimbabwe,Cameroon
Iceland,China PR
Croatia,China PR
Cameroon,Gabon
Croatia,China PR
Guinea-Bissau,Gabon
Zimbabwe,Gabon
Chile,China PR
Senegal,Gabon
DR Congo,Gabon
Togo,Gabon
Ghana,Gabon
Egypt,Gabon
Moldova,Qatar
Cameroon,Gabon
Burkina Faso,Gabon
Tunisia,Gabon
Senegal,Gabon
DR Congo,Gabon
Morocco,Gabon
Egypt,Gabon
Ghana,Gabon
Cameroon,Gabon
Burkina Faso,Gabon
Algeria,Gabon
Tunisia,Gabon
Morocco,Gabon
DR Congo,Gabon
Egypt,Gabon
Mali,Gabon
Brazil,Brazil
Burkina Faso,Gabon
Cameroon,Gabon
Ghana,Gabon
Egypt,Gabon
Egypt,Gabon
Cameroon,Gabon
Burkina Faso,Gabon
Cameroon,Gabon
Ecuador,Ecuador
Azerbaijan,Qatar
Tamil Eelam,Switzerland
Iraq,Iran
