winning_team,country
Mali,Mali
Nigeria,Nigeria
Paraguay,Paraguay
Croatia,Russia
Libya,Rwanda
Syria,Singapore
Slovakia,Slovakia
Ukraine,Slovenia
South Africa,South Africa
Tunisia,Tunisia
Greece,Turkey
Uruguay,Uruguay
Ecuador,Venezuela
Jamaica,Haiti
Costa Rica,Panama
Guatemala,Saint Vincent and the Grenadines
Burundi,Ethiopia
Rwanda,Ethiopia
Kenya,Ethiopia
Tanzania,Ethiopia
South Sudan,Ethiopia
Malawi,Ethiopia
Tanzania,Ethiopia
Uganda,Ethiopia
Ethiopia,Ethiopia
Burundi,Ethiopia
Malawi,Ethiopia
Sudan,Ethiopia
Sudan,Ethiopia
Rwanda,Ethiopia
South Sudan,Ethiopia
Zanzibar,Ethiopia
Tanzania,Ethiopia
Uganda,Ethiopia
Tanzania,Ethiopia
Uganda,Ethiopia
Kenya,Ethiopia
Sudan,Ethiopia
Uganda,Ethiopia
Sudan,Ethiopia
Sudan,Ethiopia
Uganda,Ethiopia
Nicaragua,Nicaragua
Nicaragua,Nicaragua
Honduras,Honduras
Sri Lanka,India
Afghanistan,India
Maldives,India
India,India
Maldives,India
Afghanistan,India
Martinique,Martinique
India,India
Afghanistan,India
Bangladesh,India
Afghanistan,India
India,India
India,India
Cameroon,Rwanda
Estonia,United Arab Emirates
Haiti,Panama
Panama,Panama
Rwanda,Rwanda
Sweden,United Arab Emirates
Iceland,United Arab Emirates
Cameroon,Uganda
United Arab Emirates,United Arab Emirates
United States,United States
Martinique,Guadeloupe
Uzbekistan,United Arab Emirates
Guyana,Guyana
Suriname,French Guiana
Tamil Eelam,Germany
United Arab Emirates,United Arab Emirates
Cuba,Cuba
Antigua and Barbuda,Antigua and Barbuda
Barbados,Barbados
Croatia,Croatia
Suriname,Guadeloupe
Guinea-Bissau,Guinea-Bissau
Martinique,Martinique
Romania,Romania
São Tomé and Príncipe,São Tomé and Príncipe
Slovenia,Slovenia
Congo,Zambia
Australia,Australia
Colombia,Bolivia
Argentina,Chile
Comoros,Comoros
Scotland,Czech Republic
Denmark,Denmark
Liberia,Djibouti
Norway,Estonia
Ghana,Ghana
Greece,Greece
Spain,Italy
South Korea,South Korea
Moldova,Malta
Venezuela,Peru
Saudi Arabia,Saudi Arabia
Singapore,Singapore
Solomon Islands,Solomon Islands
Turkey,Turkey
Ukraine,Ukraine
United Arab Emirates,United Arab Emirates
Vietnam,Vietnam
Northern Ireland,Wales
Algeria,Algeria
Belarus,Armenia
Mexico,Canada
Guatemala,Guatemala
Malawi,Guinea
Panama,Haiti
Costa Rica,Jamaica
Bosnia and Herzegovina,Luxembourg
Mali,Mali
Mauritania,Mauritania
France,Netherlands
Egypt,Nigeria
Latvia,Slovakia
Tunisia,Tunisia
Trinidad and Tobago,Saint Vincent and the Grenadines
Puerto Rico,Anguilla
Saint Kitts and Nevis,Aruba
Austria,Austria
Kazakhstan,Turkey
Bermuda,Bermuda
Dominica,British Virgin Islands
Burkina Faso,Burkina Faso
Namibia,Burundi
Morocco,Cape Verde
DR Congo,DR Congo
Zimbabwe,Zimbabwe
Curaçao,Curaçao
England,Germany
Croatia,Hungary
Mauritius,Mauritius
Russia,Russia
Seychelles,Seychelles
Botswana,Botswana
Zambia,Congo
Guinea-Bissau,Kenya
Ghana,Mozambique
Spain,Romania
Moldova,Malta
Central African Republic,Central African Republic
Mali,Equatorial Guinea
Sierra Leone,Sierra Leone
Ukraine,Ukraine
DR Congo,Angola
Argentina,Argentina
Australia,Australia
Turkey,Austria
Colombia,Colombia
Costa Rica,Costa Rica
Martinique,Dominica
Dominican Republic,Dominican Republic
Serbia,Estonia
Algeria,Ethiopia
France,France
French Guiana,French Guiana
Mauritania,Gambia
Kazakhstan,Georgia
Germany,Germany
Iceland,Greece
Honduras,Honduras
Turkmenistan,India
Lesotho,Lesotho
Liberia,Liberia
Albania,Luxembourg
Bulgaria,North Macedonia
Guinea,Malawi
Macau,Malaysia
Maldives,Maldives
Mexico,Mexico
Belarus,Montenegro
Morocco,Morocco
Burundi,Namibia
Norway,Norway
Palestine,Palestine
Panama,Panama
Brazil,Paraguay
Philippines,Philippines
Rwanda,Rwanda
Cameroon,South Africa
Saint Kitts and Nevis,Saint Kitts and Nevis
Suriname,Suriname
Tunisia,Togo
Burkina Faso,Uganda
Saudi Arabia,United Arab Emirates
Uruguay,Uruguay
United States,United States
Chile,Venezuela
Grenada,United States Virgin Islands
Trinidad and Tobago,Trinidad and Tobago
Guernsey,Alderney
Panama,Martinique
Jersey,Jersey
Padania,Italy
Ivory Coast,Hungary
Botswana,Botswana
Donetsk PR,Georgia
United States,Puerto Rico
Peru,Peru
DR Congo,Italy
Serbia,Serbia
Andorra,Austria
Croatia,Croatia
Czech Republic,Austria
Morocco,Morocco
Nigeria,France
Slovakia,Austria
Togo,Togo
Basque Country,France
Costa Rica,Costa Rica
Peru,United States
Armenia,United States
Mexico,United States
New Zealand,Papua New Guinea
Senegal,Rwanda
Solomon Islands,Papua New Guinea
Albania,Austria
North Macedonia,Austria
Cambodia,Cambodia
Slovakia,Germany
Italy,Malta
Tanzania,Kenya
Nepal,Laos
Lithuania,Lithuania
New Caledonia,Papua New Guinea
Ukraine,Italy
Tahiti,Papua New Guinea
Turkey,Turkey
Abkhazia,Georgia
Iraqi Kurdistan,Georgia
Northern Cyprus,Georgia
Sápmi,Georgia
France,France
Zambia,Gambia
Western Armenia,Georgia
United Koreans in Japan,Georgia
Padania,Georgia
Panjab,Georgia
Austria,Austria
Sudan,Kenya
Nigeria,Luxembourg
Serbia,Serbia
Fiji,Papua New Guinea
New Zealand,Papua New Guinea
Vietnam,Vietnam
Zimbabwe,Zimbabwe
Abkhazia,Georgia
Iraqi Kurdistan,Georgia
Northern Cyprus,Georgia
Panjab,Georgia
Finland,Belgium
Curaçao,Curaçao
Czech Republic,Austria
Armenia,United States
Estonia,Estonia
Puerto Rico,Grenada
Latvia,Latvia
Martinique,Martinique
New Caledonia,Papua New Guinea
Norway,Norway
Tahiti,Papua New Guinea
Spain,Austria
Saint Kitts and Nevis,Saint Kitts and Nevis
Northern Cyprus,Georgia
Abkhazia,Georgia
India,Laos
Iran,North Macedonia
Malaysia,Malaysia
Yemen,Maldives
Algeria,Seychelles
Padania,Georgia
Panjab,Georgia
Somaliland,Georgia
Székely Land,Georgia
Ukraine,Italy
Canada,Austria
Tunisia,Djibouti
Kosovo,Germany
Morocco,Tunisia
Cameroon,Mauritania
Romania,Romania
Sierra Leone,Sierra Leone
Colombia,United States
Sápmi,Georgia
Western Armenia,Georgia
Raetia,Georgia
Somaliland,Georgia
Australia,Australia
Netherlands,Austria
Uganda,Botswana
Senegal,Burundi
Ecuador,United States
Paraguay,United States
Croatia,Croatia
Latvia,Estonia
Vanuatu,Papua New Guinea
France,France
South Africa,Gambia
Germany,Germany
Guadeloupe,Guadeloupe
Peru,United States
New Zealand,Papua New Guinea
Mozambique,Rwanda
Namibia,Namibia
Guinea-Bissau,Guinea-Bissau
Northern Ireland,Slovakia
Cape Verde,São Tomé and Príncipe
Egypt,Tanzania
Guyana,United States Virgin Islands
Abkhazia,Georgia
Padania,Georgia
Iraqi Kurdistan,Georgia
Sápmi,Georgia
Belgium,Belgium
Central African Republic,Central African Republic
Burkina Faso,Comoros
South Korea,Czech Republic
Venezuela,United States
Kenya,Kenya
Ethiopia,Lesotho
Togo,Liberia
Ghana,Mauritius
Mexico,United States
Papua New Guinea,Papua New Guinea
Serbia,Monaco
Turkey,Slovenia
New Caledonia,Papua New Guinea
Zimbabwe,Zimbabwe
Northern Cyprus,Georgia
Panjab,Georgia
Argentina,United States
Italy,Italy
Malaysia,Malaysia
Panama,United States
Greece,Australia
Cambodia,Cambodia
Canada,Austria
Colombia,United States
Curaçao,Curaçao
Dominican Republic,Dominican Republic
India,India
Saint Kitts and Nevis,Saint Vincent and the Grenadines
United States,United States
Brazil,United States
Peru,United States
New Zealand,Papua New Guinea
Papua New Guinea,Papua New Guinea
Mexico,United States
Venezuela,United States
Argentina,United States
Chile,United States
France,France
Switzerland,France
Costa Rica,United States
Russia,France
New Zealand,Papua New Guinea
Madagascar,Namibia
United States,United States
Wales,France
Eswatini,Namibia
Peru,United States
Ecuador,United States
Germany,France
Lesotho,Namibia
Malawi,Namibia
Poland,France
Croatia,France
Italy,France
Sweden,France
Zimbabwe,Namibia
Venezuela,United States
Spain,France
Eswatini,Namibia
Uruguay,United States
Lesotho,Namibia
Argentina,United States
Hungary,France
Chile,United States
Malawi,Namibia
Iceland,France
France,France
Switzerland,France
Slovakia,France
Eswatini,Namibia
Zimbabwe,Namibia
Mauritius,Namibia
England,France
Poland,France
Lesotho,Namibia
Northern Ireland,France
United States,United States
Croatia,France
Italy,France
Colombia,United States
Spain,France
Argentina,United States
Belgium,France
Hungary,France
Chile,United States
Botswana,Namibia
Austria,France
Lesotho,Namibia
DR Congo,Namibia
Switzerland,France
French Guiana,French Guiana
Albania,France
Eswatini,Namibia
Wales,France
England,France
Croatia,France
Turkey,France
Zambia,Namibia
Namibia,Namibia
Germany,France
Poland,France
Argentina,United States
DR Congo,Namibia
Chile,United States
Portugal,France
Iceland,France
Republic of Ireland,France
Malaysia,New Caledonia
South Africa,Namibia
Belgium,France
Namibia,Namibia
Portugal,France
South Africa,Namibia
Eswatini,Namibia
Poland,France
Colombia,United States
Wales,France
Chile,United States
Malaysia,Fiji
France,France
Germany,France
Belgium,France
Iceland,France
Italy,France
Mongolia,Guam
Portugal,France
Wales,France
Italy,France
Taiwan,Guam
Macau,Guam
France,France
Mongolia,Guam
Portugal,France
France,France
Portugal,France
Cambodia,Cambodia
Kárpátalja,Hungary
Délvidék,Hungary
Felvidék,Hungary
Luhansk PR,Ukraine
North Korea,Malaysia
Honduras,Honduras
Dominican Republic,Dominican Republic
Kenya,Uganda
Morocco,Albania
Czech Republic,Czech Republic
Denmark,Denmark
Malta,Estonia
Germany,Germany
Belarus,Norway
Russia,Turkey
Argentina,Argentina
Australia,Australia
Spain,Belgium
Peru,Bolivia
Colombia,Colombia
Hong Kong,Hong Kong
France,Italy
South Korea,South Korea
Maldives,Maldives
Greece,Netherlands
Paraguay,Paraguay
Saudi Arabia,Saudi Arabia
Costa Rica,Haiti
Honduras,Honduras
Latvia,Latvia
Panama,Panama
Mauritania,South Africa
United States,Saint Vincent and the Grenadines
Guatemala,Trinidad and Tobago
Madagascar,Angola
Libya,Cape Verde
Ethiopia,Ethiopia
Rwanda,Ghana
India,India
Mozambique,Mozambique
Nigeria,Nigeria
Algeria,Algeria
Burkina Faso,Burkina Faso
Congo,Congo
DR Congo,DR Congo
Northern Ireland,Czech Republic
Denmark,Denmark
Equatorial Guinea,Equatorial Guinea
Guinea,Guinea
Slovenia,Lithuania
Malawi,Malawi
Mali,Mali
Morocco,Morocco
Scotland,Malta
Germany,Norway
Montenegro,Romania
Azerbaijan,San Marino
England,Slovakia
Togo,Togo
Tunisia,Tunisia
Uganda,Uganda
Kenya,Zambia
Albania,Albania
Turkey,Croatia
Austria,Georgia
Republic of Ireland,Serbia
Iceland,Ukraine
Wales,Wales
Latvia,Andorra
France,Belarus
Bosnia and Herzegovina,Bosnia and Herzegovina
Bulgaria,Bulgaria
Canada,Canada
Chile,Chile
Costa Rica,Costa Rica
Belgium,Cyprus
Hungary,Faroe Islands
Indonesia,Indonesia
Saudi Arabia,Malaysia
Haiti,Jamaica
Maldives,Maldives
Honduras,Mexico
Tajikistan,Palestine
Peru,Peru
Russia,Russia
South Africa,South Africa
South Korea,Malaysia
Australia,United Arab Emirates
Uruguay,Uruguay
United States,United States
Argentina,Venezuela
Guatemala,Guatemala
Angola,Botswana
Kenya,DR Congo
Togo,Togo
Curaçao,Curaçao
New Caledonia,Solomon Islands
Trinidad and Tobago,Trinidad and Tobago
Wales,Austria
Hong Kong,Cambodia
Spain,Italy
South Korea,South Korea
Croatia,Albania
Israel,North Macedonia
Canada,Morocco
Serbia,Moldova
Colombia,Paraguay
Argentina,Peru
Australia,Saudi Arabia
Ukraine,Turkey
United Arab Emirates,United Arab Emirates
Uruguay,Uruguay
Vietnam,Vietnam
Belgium,Belgium
United States,Cuba
Estonia,Estonia
France,France
Uganda,Ghana
Greece,Greece
Switzerland,Hungary
Faroe Islands,Latvia
Sweden,Luxembourg
Netherlands,Netherlands
Bahrain,Philippines
Malaysia,Singapore
Romania,Armenia
Honduras,Belize
South Africa,Burkina Faso
DR Congo,DR Congo
Martinique,Dominican Republic
French Guiana,French Guiana
Germany,Germany
Mexico,United States
Montenegro,Montenegro
Slovenia,Slovenia
New Caledonia,Solomon Islands
Suriname,Suriname
Spain,Albania
Cameroon,Algeria
Cambodia,Cambodia
Egypt,Congo
Vietnam,Indonesia
Italy,North Macedonia
Republic of Ireland,Moldova
Costa Rica,Russia
Serbia,Serbia
Togo,Togo
Tunisia,Tunisia
Georgia,Wales
Nigeria,Zambia
Switzerland,Andorra
Luxembourg,Belarus
Bosnia and Herzegovina,Bosnia and Herzegovina
Greece,Estonia
Portugal,Faroe Islands
Hungary,Latvia
France,Netherlands
North Korea,Philippines
Paraguay,Argentina
Japan,Australia
Ecuador,Bolivia
Chile,Chile
Uruguay,Colombia
Azerbaijan,Czech Republic
Montenegro,Denmark
Germany,Germany
Hong Kong,Hong Kong
Maldives,Laos
Lithuania,Lithuania
Afghanistan,Malaysia
Mexico,United States
Morocco,Morocco
Norway,Norway
Curaçao,Puerto Rico
Saudi Arabia,Saudi Arabia
Slovakia,Slovakia
England,Slovenia
Ghana,South Africa
Brazil,Venezuela
Brunei,Cambodia
Cambodia,Cambodia
Cambodia,Cambodia
Laos,Cambodia
Cambodia,Cambodia
Laos,Cambodia
Brunei,Malaysia
Macau,Malaysia
Laos,Malaysia
Nepal,Malaysia
Zimbabwe,Zimbabwe
Hong Kong,Hong Kong
North Korea,Hong Kong
Macau,Malaysia
Mongolia,Malaysia
Tahiti,French Polynesia
Nepal,Malaysia
Zambia,Uganda
Vietnam,Vietnam
Belarus,Greece
North Korea,Hong Kong
French Guiana,Haiti
Hong Kong,Hong Kong
Laos,Malaysia
Belgium,Netherlands
Philippines,Philippines
Macau,Malaysia
Syria,Malaysia
United Arab Emirates,United Arab Emirates
Chile,Colombia
Iran,Malaysia
Peru,Paraguay
Uruguay,Uruguay
Venezuela,Venezuela
Armenia,Armenia
Czech Republic,Czech Republic
Denmark,Denmark
France,France
Panama,Honduras
South Korea,South Korea
Tunisia,Algeria
Slovenia,Malta
Poland,Romania
Germany,San Marino
Slovakia,Slovakia
Comoros,Tunisia
Costa Rica,Trinidad and Tobago
Mexico,United States
Israel,Albania
Republic of Ireland,Austria
Burkina Faso,Cape Verde
Croatia,Croatia
Moldova,Georgia
North Korea,Hong Kong
Kenya,Kenya
Brunei,Malaysia
Gabon,Mali
Ivory Coast,Morocco
Laos,Malaysia
Nigeria,Nigeria
Turkey,Turkey
Uganda,Uganda
Ukraine,Ukraine
Serbia,Wales
Belgium,Belgium
Bulgaria,Bulgaria
Cyprus,Cyprus
Bosnia and Herzegovina,Greece
DR Congo,Guinea
Hungary,Hungary
Jamaica,Jamaica
Netherlands,Luxembourg
Singapore,Singapore
Solomon Islands,Solomon Islands
Haiti,Saint Kitts and Nevis
Zimbabwe,Zimbabwe
Laos,Malaysia
Malaysia,Malaysia
Argentina,Argentina
Slovakia,Austria
Bolivia,Bolivia
Chile,Chile
Costa Rica,Costa Rica
Denmark,Czech Republic
Ivory Coast,France
Comoros,Tunisia
Honduras,Honduras
Germany,Italy
Kenya,Kenya
South Korea,South Korea
Iceland,Malta
Morocco,Morocco
South Africa,Mozambique
Nepal,Malaysia
New Zealand,New Caledonia
Mexico,Panama
Brazil,Peru
Russia,Russia
Iran,Malaysia
Mauritania,Tunisia
Ukraine,Ukraine
United Arab Emirates,United Arab Emirates
Singapore,Philippines
Estonia,Saint Kitts and Nevis
Thailand,Philippines
Estonia,Antigua and Barbuda
Indonesia,Philippines
Thailand,Philippines
Thailand,Philippines
Indonesia,Philippines
Indonesia,Indonesia
Indonesia,Vietnam
Indonesia,Indonesia
Nicaragua,Nicaragua
Trinidad and Tobago,Nicaragua
Suriname,Trinidad and Tobago
Tunisia,Tunisia
Haiti,Trinidad and Tobago
Algeria,Algeria
Burkina Faso,Morocco
Ivory Coast,United Arab Emirates
Senegal,Congo
Haiti,Trinidad and Tobago
Finland,United Arab Emirates
Algeria,Algeria
Senegal,Congo
Ivory Coast,United Arab Emirates
Honduras,Panama
Saudi Arabia,United Arab Emirates
Costa Rica,Panama
Honduras,Panama
El Salvador,Panama
Nicaragua,Panama
Honduras,Panama
Canada,Bermuda
El Salvador,Panama
Panama,Panama
Georgia,United Arab Emirates
Jordan,United Arab Emirates
Serbia,United States
Mexico,United States
Trinidad and Tobago,Trinidad and Tobago
Burundi,Burundi
Burundi,Burundi
Honduras,Honduras
Moldova,San Marino
Myanmar,Indonesia
India,Cambodia
El Salvador,Curaçao
Cyprus,Cyprus
Czech Republic,Czech Republic
Djibouti,Djibouti
Germany,Germany
Malaysia,Philippines
Madagascar,São Tomé and Príncipe
Taiwan,Vietnam
Argentina,Argentina
Colombia,Colombia
Uganda,Kenya
Tahiti,Papua New Guinea
Paraguay,Paraguay
Syria,Malaysia
Japan,United Arab Emirates
Brazil,Uruguay
Peru,Venezuela
Austria,Austria
Comoros,Comoros
Croatia,Croatia
Serbia,Georgia
Gabon,France
Italy,Italy
Iceland,Albania
Mauritania,Mauritania
Mexico,Mexico
Morocco,Morocco
Ivory Coast,Russia
Trinidad and Tobago,Trinidad and Tobago
Cameroon,Tunisia
Turkey,Turkey
United States,United States
Faroe Islands,Andorra
Greece,Belgium
Bosnia and Herzegovina,Bosnia and Herzegovina
Bulgaria,Bulgaria
Estonia,Cyprus
New Zealand,Fiji
France,Luxembourg
Mozambique,Mozambique
South Africa,South Africa
Tanzania,Tanzania
Jersey,Alderney
Armenia,Armenia
Barbados,Barbados
Kenya,Kenya
Slovakia,Malta
Poland,Montenegro
Denmark,Romania
Czech Republic,San Marino
Zambia,Zimbabwe
Gambia,Morocco
Senegal,France
Mauritania,Mauritania
Turkey,Turkey
Bosnia and Herzegovina,Albania
Australia,Australia
Finland,Austria
Bolivia,Bolivia
Guinea,Belgium
Chile,Chile
Estonia,Estonia
Spain,France
Georgia,Georgia
Martinique,Guyana
Costa Rica,Honduras
South Korea,South Korea
Cape Verde,Luxembourg
North Macedonia,North Macedonia
Palestine,Maldives
Comoros,Mauritius
Morocco,Morocco
Mozambique,Mozambique
Italy,Netherlands
United States,Panama
Peru,Peru
Philippines,Philippines
Belgium,Russia
Saudi Arabia,Saudi Arabia
Angola,South Africa
Tanzania,Tanzania
Mexico,Trinidad and Tobago
Papua New Guinea,Tahiti
Panjab,Jersey
Martinique,Martinique
Monaco,Italy
Benin,Burkina Faso
Saint Kitts and Nevis,Saint Kitts and Nevis
Guernsey,Guernsey
Dominica,Guadeloupe
Solomon Islands,Fiji
Benin,Ghana
Nigeria,France
Honduras,United States
Fiji,Fiji
Croatia,United States
Italy,Italy
Netherlands,Morocco
Iraq,Iraq
Mexico,United States
Nigeria,France
Chile,Chile
France,France
Bolivia,Nicaragua
Uganda,Ethiopia
Venezuela,United States
Armenia,Armenia
Lesotho,South Africa
Luxembourg,Luxembourg
Iran,Montenegro
Netherlands,Netherlands
Togo,France
Northern Cyprus,Northern Cyprus
Belgium,Belgium
DR Congo,Morocco
Russia,Hungary
Turkey,North Macedonia
Abkhazia,Northern Cyprus
Padania,Northern Cyprus
Felvidék,Northern Cyprus
Afghanistan,United Arab Emirates
Algeria,Algeria
Germany,Denmark
India,India
Malta,Austria
Northern Cyprus,Northern Cyprus
Abkhazia,Northern Cyprus
Padania,Northern Cyprus
Ellan Vannin,Northern Cyprus
Bolivia,Bolivia
New Caledonia,Fiji
Georgia,Georgia
Jordan,Hong Kong
South Korea,United Arab Emirates
Italy,France
United Arab Emirates,Malaysia
Abkhazia,Northern Cyprus
Kárpátalja,Northern Cyprus
Székely Land,Northern Cyprus
Padania,Northern Cyprus
Australia,Australia
Indonesia,Cambodia
Panama,Costa Rica
Venezuela,United States
Mexico,Mexico
Peru,Peru
United States,United States
Andorra,Andorra
Argentina,Australia
Belarus,Belarus
Greece,Bosnia and Herzegovina
Belgium,Estonia
Switzerland,Faroe Islands
Portugal,Latvia
Netherlands,Netherlands
Chile,Russia
Solomon Islands,Solomon Islands
Felvidék,Northern Cyprus
Ellan Vannin,Northern Cyprus
Northern Cyprus,Northern Cyprus
Abkhazia,Northern Cyprus
Burkina Faso,Burkina Faso
Burundi,Burundi
DR Congo,DR Congo
Germany,Germany
Bermuda,Grenada
Guinea-Bissau,Guinea-Bissau
Slovakia,Lithuania
Malawi,Malawi
Mali,Mali
Montenegro,Montenegro
South Africa,Nigeria
Czech Republic,Norway
Taiwan,Singapore
Slovenia,Slovenia
Lesotho,Tanzania
Mozambique,Zambia
Székely Land,Northern Cyprus
Padania,Northern Cyprus
Mauritania,Botswana
Algeria,Algeria
Uganda,Cape Verde
Central African Republic,Central African Republic
Ghana,Ghana
Italy,Italy
Turkey,Albania
Spain,North Macedonia
United States,Mexico
Georgia,Moldova
New Caledonia,New Caledonia
Wales,Serbia
Zimbabwe,Zimbabwe
Tunisia,Tunisia
Belarus,Belarus
Estonia,Latvia
Brazil,Australia
Cambodia,Cambodia
Canada,Canada
Costa Rica,Costa Rica
Ecuador,United States
France,France
North Korea,Hong Kong
India,India
Puerto Rico,Indonesia
Myanmar,Macau
Lebanon,Malaysia
Sweden,Norway
Palestine,Palestine
Honduras,Panama
Solomon Islands,Papua New Guinea
Romania,Romania
Argentina,Singapore
Zambia,South Africa
China PR,Malaysia
Jordan,Vietnam
Peru,Peru
Nicaragua,Curaçao
French Guiana,French Guiana
Russia,Russia
Chile,Russia
Mexico,Russia
Germany,Russia
Mexico,Russia
Portugal,Russia
Australia,Russia
Chile,Russia
French Guiana,Martinique
Curaçao,Martinique
Portugal,Russia
Mexico,Russia
Australia,Russia
Germany,Russia
Curaçao,Martinique
French Guiana,Martinique
Angola,South Africa
Tanzania,South Africa
Madagascar,South Africa
Zimbabwe,South Africa
Tanzania,South Africa
Mauritius,South Africa
Chile,Russia
Mozambique,South Africa
Saint Lucia,Grenada
Madagascar,South Africa
Germany,Russia
Angola,South Africa
Mauritius,South Africa
Dominica,Grenada
Madagascar,South Africa
Zimbabwe,South Africa
Zambia,South Africa
Guinea-Bissau,Gambia
Mexico,United States
Lesotho,South Africa
United States,United States
Germany,Russia
Portugal,Russia
Tanzania,South Africa
Zimbabwe,South Africa
Saint Lucia,Grenada
Grenada,Grenada
Namibia,South Africa
South Africa,South Africa
Dominica,Grenada
Saint Vincent and the Grenadines,Grenada
Zimbabwe,South Africa
Zambia,South Africa
Saint Vincent and the Grenadines,Grenada
Barbados,Grenada
Canada,United States
Costa Rica,United States
South Africa,South Africa
Lesotho,South Africa
Gambia,Guinea-Bissau
Martinique,United States
Panama,United States
Jamaica,United States
Mexico,United States
Zimbabwe,South Africa
Canada,United States
French Guiana,United States
Panama,United States
United States,United States
El Salvador,United States
Jamaica,United States
Honduras,United States
Costa Rica,United States
Panama,United States
United States,United States
Mexico,United States
El Salvador,United States
Costa Rica,United States
United States,United States
Jamaica,United States
Mexico,United States
United States,United States
Jamaica,United States
United States,United States
Ethiopia,Zambia
Rwanda,Rwanda
India,India
Syria,Malaysia
Saint Kitts and Nevis,India
Saint Kitts and Nevis,India
Jamaica,Trinidad and Tobago
Syria,Malaysia
United Arab Emirates,United Arab Emirates
Belgium,Belgium
Bulgaria,Bulgaria
Paraguay,Chile
Cyprus,Cyprus
France,France
Estonia,Greece
Guinea,Guinea
Hungary,Hungary
Mauritania,Morocco
Iran,South Korea
Luxembourg,Luxembourg
Togo,Morocco
Peru,Peru
Hong Kong,Singapore
Syria,Malaysia
Uganda,Uganda
Argentina,Uruguay
Colombia,Venezuela
Donetsk PR,Georgia
Cape Verde,Cape Verde
Germany,Czech Republic
Denmark,Denmark
Congo,Ghana
Scotland,Lithuania
England,Malta
Mexico,Mexico
Morocco,Morocco
Nigeria,Nigeria
Norway,Norway
Romania,Romania
Northern Ireland,San Marino
Slovakia,Slovakia
Honduras,Trinidad and Tobago
Tunisia,Tunisia
Costa Rica,United States
Albania,Albania
Canada,Canada
Croatia,Croatia
Republic of Ireland,Georgia
Fiji,Indonesia
Kenya,Mozambique
Serbia,Serbia
Ukraine,Ukraine
Wales,Wales
Zambia,Zambia
Sweden,Belarus
Benin,Equatorial Guinea
Estonia,Estonia
Faroe Islands,Faroe Islands
Luxembourg,France
Belgium,Greece
Portugal,Hungary
Switzerland,Latvia
Netherlands,Netherlands
Denmark,Armenia
Germany,Germany
Libya,Tunisia
Malawi,Morocco
Montenegro,Montenegro
Slovenia,Slovenia
Zambia,Algeria
Venezuela,Argentina
Australia,Australia
Georgia,Austria
Bolivia,Bolivia
Senegal,Burkina Faso
Vietnam,Cambodia
Brazil,Colombia
Ghana,Congo
Tunisia,DR Congo
Mexico,Costa Rica
United States,Honduras
Italy,Italy
Lebanon,North Korea
Finland,Albania
India,Macau
Albania,North Macedonia
Hong Kong,Malaysia
Morocco,Mali
Niger,Morocco
Wales,Moldova
Panama,Panama
Uruguay,Paraguay
Yemen,Philippines
Saudi Arabia,Saudi Arabia
Turkmenistan,Singapore
New Zealand,Solomon Islands
Cape Verde,South Africa
Turkey,Turkey
Macau,Macau
Peru,Argentina
Poland,Armenia
Brazil,Bolivia
Chile,Chile
Paraguay,Colombia
Hong Kong,Hong Kong
Iraq,Iraq
Lithuania,Malta
Denmark,Montenegro
Romania,Romania
Norway,San Marino
Australia,Malaysia
Uruguay,Venezuela
Austria,Austria
Finland,Croatia
Wales,Georgia
North Macedonia,Italy
Ukraine,Albania
Ivory Coast,Mali
Comoros,Tunisia
Mexico,Mexico
Iceland,Turkey
United States,United States
Portugal,Andorra
Netherlands,Belarus
Belgium,Bosnia and Herzegovina
France,Bulgaria
Senegal,Cape Verde
Honduras,Costa Rica
Greece,Cyprus
Latvia,Faroe Islands
Grenada,Grenada
Tunisia,Guinea
DR Congo,Tunisia
Morocco,Morocco
Nigeria,Nigeria
Russia,Russia
Saudi Arabia,Saudi Arabia
South Africa,South Africa
Malawi,Tanzania
Ghana,Uganda
Czech Republic,Czech Republic
Romania,Denmark
El Salvador,United States
Germany,Germany
England,Lithuania
Norway,Norway
Slovakia,Slovakia
Scotland,Slovenia
Italy,Albania
Equatorial Guinea,Equatorial Guinea
North Macedonia,North Macedonia
Austria,Moldova
Serbia,Serbia
Croatia,Ukraine
Republic of Ireland,Wales
Australia,Australia
Belgium,Belgium
Benin,France
Bosnia and Herzegovina,Estonia
France,France
Greece,Greece
Honduras,Honduras
Hong Kong,Hong Kong
Hungary,Hungary
Latvia,Latvia
Bulgaria,Luxembourg
Oman,Maldives
Netherlands,Netherlands
Palestine,Palestine
Panama,Panama
Venezuela,Paraguay
Colombia,Peru
Iran,Russia
Ghana,Saudi Arabia
Trinidad and Tobago,Trinidad and Tobago
Uruguay,Uruguay
Vietnam,Vietnam
India,India
Panama,Grenada
Barbados,Bermuda
Benin,Congo
Dominican Republic,Nicaragua
Armenia,Armenia
Myanmar,Cambodia
Croatia,Croatia
Bahrain,Hong Kong
Iran,Austria
Luxembourg,Luxembourg
Romania,Romania
Lebanon,Singapore
Algeria,Algeria
Mexico,Belgium
France,France
Georgia,Georgia
Australia,Honduras
Brazil,France
South Korea,South Korea
Senegal,South Africa
Ukraine,Ukraine
Madagascar,France
DR Congo,DR Congo
Republic of Ireland,Denmark
Dominican Republic,Dominican Republic
North Macedonia,North Macedonia
Lesotho,Malawi
Namibia,Namibia
Argentina,Russia
Grenada,Trinidad and Tobago
Libya,Tunisia
